,Date,State,City,Crop Type,Season,Temperature (°C),Rainfall (mm),Supply Volume (tons),Demand Volume (tons),Transportation Cost (₹/ton),Fertilizer Usage (kg/hectare),Pest Infestation (0-1),Market Competition (0-1),Price (₹/ton)
29769,2023-10,Karnataka,Bangalore,Jute,Kharif,32.3,220.7,2866.92,1019.14,374.11,230.84,0.55,0.92,20.71
29770,2023-11,Karnataka,Bangalore,Jute,Kharif,23.4,222.6,4391.35,794.22,279.19,296.69,0.09,0.49,98.09
29771,2023-12,Karnataka,Bangalore,Jute,Kharif,35.6,61.0,4462.43,1693.92,106.73,170.12,0.21,0.42,6.55
29772,2024-01,Karnataka,Bangalore,Jute,Kharif,17.4,84.4,1427.12,1743.62,193.54,260.99,0.15,0.67,135.06
29773,2024-02,Karnataka,Bangalore,Jute,Kharif,22.3,224.3,1100.59,1597.23,160.24,236.54,0.72,0.8,161.19
29774,2024-03,Karnataka,Bangalore,Jute,Kharif,29.7,0.8,4190.19,2302.12,472.89,91.54,0.05,0.29,70.71
29775,2024-04,Karnataka,Bangalore,Jute,Kharif,27.5,40.1,4378.39,2039.56,470.26,165.52,0.12,0.6,80.12
29776,2024-05,Karnataka,Bangalore,Jute,Kharif,27.5,203.0,4533.51,1915.04,227.86,61.87,0.15,0.76,0.18
29777,2024-06,Karnataka,Bangalore,Jute,Kharif,30.4,146.2,4801.25,3362.06,99.87,208.82,0.23,0.66,114.42
29778,2024-07,Karnataka,Bangalore,Jute,Kharif,21.8,27.0,850.84,1132.01,153.73,226.63,0.18,0.93,140.54
29779,2024-08,Karnataka,Bangalore,Jute,Kharif,31.8,182.4,2892.73,882.26,253.48,142.42,0.96,0.03,52.02
29780,2024-09,Karnataka,Bangalore,Jute,Kharif,34.8,179.8,3364.21,983.73,418.48,193.76,0.18,0.62,72.55
29781,2024-10,Karnataka,Bangalore,Jute,Kharif,32.5,184.0,3442.08,3891.7,196.77,209.36,0.81,0.15,157.48
29782,2024-11,Karnataka,Bangalore,Jute,Kharif,30.0,173.5,4763.58,532.58,101.88,232.79,0.14,0.19,101.41
29783,2024-12,Karnataka,Bangalore,Jute,Kharif,16.3,20.4,2503.5,1197.83,474.03,221.87,0.1,0.76,42.24
29784,2023-01,Karnataka,Bangalore,Jute,Rabi,39.8,122.4,2470.3,428.08,124.08,157.29,0.22,0.02,13.97
29785,2023-02,Karnataka,Bangalore,Jute,Rabi,28.7,170.0,2140.88,3627.16,324.67,145.38,0.74,0.96,205.4
29786,2023-03,Karnataka,Bangalore,Jute,Rabi,27.1,164.8,2342.08,1629.03,167.21,203.18,0.41,0.53,86.97
29787,2023-04,Karnataka,Bangalore,Jute,Rabi,31.6,290.8,4914.41,741.67,130.79,283.36,0.61,0.09,105.34
29788,2023-05,Karnataka,Bangalore,Jute,Rabi,30.1,120.3,3823.66,1484.7,126.14,102.24,0.32,0.08,9.45
29789,2023-06,Karnataka,Bangalore,Jute,Rabi,19.2,32.5,2760.78,1725.28,444.38,166.43,0.58,0.4,35.09
29790,2023-07,Karnataka,Bangalore,Jute,Rabi,38.5,178.0,3457.3,3234.02,325.46,91.74,0.59,0.27,83.08
29791,2023-08,Karnataka,Bangalore,Jute,Rabi,39.4,280.0,1391.81,1996.72,338.52,135.28,0.85,0.14,94.5
29792,2023-09,Karnataka,Bangalore,Jute,Rabi,38.7,19.7,1018.33,4213.89,408.52,241.68,0.19,0.79,266.91
29793,2023-10,Karnataka,Bangalore,Jute,Rabi,21.4,125.7,3267.74,3999.09,411.11,213.14,0.48,0.25,112.97
29794,2023-11,Karnataka,Bangalore,Jute,Rabi,35.7,283.7,880.35,3026.58,121.22,240.67,0.76,0.76,289.79
29795,2023-12,Karnataka,Bangalore,Jute,Rabi,39.9,137.4,3823.07,3244.2,360.47,96.7,0.8,0.82,74.52
29796,2024-01,Karnataka,Bangalore,Jute,Rabi,20.4,144.6,934.26,781.55,153.68,178.18,0.98,0.6,90.83
29797,2024-02,Karnataka,Bangalore,Jute,Rabi,16.3,175.4,549.95,1909.75,296.58,61.98,0.96,0.99,168.31
29798,2024-03,Karnataka,Bangalore,Jute,Rabi,16.6,235.6,4597.62,4321.05,480.08,276.64,0.54,0.15,52.15
29799,2024-04,Karnataka,Bangalore,Jute,Rabi,34.6,233.1,1559.5,3698.11,210.49,265.91,0.97,0.41,249.08
29800,2024-05,Karnataka,Bangalore,Jute,Rabi,26.3,64.2,3347.75,1822.13,104.07,206.77,0.55,0.53,56.12
29801,2024-06,Karnataka,Bangalore,Jute,Rabi,34.9,74.2,3015.61,2500.42,355.67,103.41,0.54,0.17,29.65
29802,2024-07,Karnataka,Bangalore,Jute,Rabi,24.4,88.3,2504.67,1365.61,435.44,166.77,0.77,0.79,22.46
29803,2024-08,Karnataka,Bangalore,Jute,Rabi,23.1,19.1,2514.81,2219.45,143.82,242.64,0.69,0.08,83.21
29804,2024-09,Karnataka,Bangalore,Jute,Rabi,28.8,25.9,2424.5,2206.13,292.53,157.52,0.71,0.27,53.1
29805,2024-10,Karnataka,Bangalore,Jute,Rabi,22.3,33.7,3965.31,1988.05,475.74,50.84,1.0,0.12,107.99
29806,2024-11,Karnataka,Bangalore,Jute,Rabi,26.4,119.2,895.1,437.33,155.49,104.03,0.27,0.37,69.51
29807,2024-12,Karnataka,Bangalore,Jute,Rabi,26.2,41.4,3420.3,1166.34,173.62,120.57,0.12,0.64,2.48
29808,2023-01,Karnataka,Bangalore,Jute,Zaid,18.8,0.8,3188.75,1283.81,401.5,201.14,0.19,0.26,76.98
29809,2023-02,Karnataka,Bangalore,Jute,Zaid,36.3,249.6,1310.31,1453.46,404.28,222.84,0.83,0.94,77.56
29810,2023-03,Karnataka,Bangalore,Jute,Zaid,35.0,62.8,787.72,1263.52,102.97,54.59,0.13,0.84,170.85
29811,2023-04,Karnataka,Bangalore,Jute,Zaid,36.2,200.8,2504.9,2732.3,211.67,77.05,0.96,0.23,122.14
29812,2023-05,Karnataka,Bangalore,Jute,Zaid,16.4,198.8,1585.91,3536.83,447.96,222.33,0.5,0.35,164.55
29813,2023-06,Karnataka,Bangalore,Jute,Zaid,15.7,119.3,4940.6,2900.59,136.7,166.02,0.91,0.86,54.87
29814,2023-07,Karnataka,Bangalore,Jute,Zaid,18.5,27.5,4256.71,452.77,102.6,279.79,0.41,0.76,75.67
29815,2023-08,Karnataka,Bangalore,Jute,Zaid,24.3,112.8,1670.38,2503.84,167.62,195.94,0.76,0.44,164.4
29816,2023-09,Karnataka,Bangalore,Jute,Zaid,26.6,51.5,1292.65,2270.77,400.26,104.1,0.85,0.49,92.21
29817,2023-10,Karnataka,Bangalore,Jute,Zaid,39.7,255.9,3515.21,3901.02,315.26,263.47,0.64,0.16,131.46
29818,2023-11,Karnataka,Bangalore,Jute,Zaid,28.0,163.7,3335.55,966.76,442.43,93.25,0.67,0.01,122.76
29819,2023-12,Karnataka,Bangalore,Jute,Zaid,21.7,168.6,3436.03,3151.25,94.13,159.36,0.17,0.06,141.35
29820,2024-01,Karnataka,Bangalore,Jute,Zaid,22.6,132.8,1025.0,4435.98,62.86,292.92,0.47,0.46,371.81
29821,2024-02,Karnataka,Bangalore,Jute,Zaid,22.6,174.0,3029.62,1208.66,346.73,123.09,0.58,0.19,51.07
29822,2024-03,Karnataka,Bangalore,Jute,Zaid,22.1,260.0,4325.42,1363.01,115.99,140.37,0.45,0.7,0.76
29823,2024-04,Karnataka,Bangalore,Jute,Zaid,17.1,141.3,1440.41,2504.17,253.15,50.64,0.27,0.98,188.48
29824,2024-05,Karnataka,Bangalore,Jute,Zaid,15.0,237.9,1856.05,2801.74,406.73,71.61,0.83,0.96,139.49
29825,2024-06,Karnataka,Bangalore,Jute,Zaid,26.8,122.5,958.39,692.92,67.63,231.31,0.59,0.53,112.61
29826,2024-07,Karnataka,Bangalore,Jute,Zaid,19.4,112.3,2578.5,3688.42,355.86,209.28,0.96,0.46,141.42
29827,2024-08,Karnataka,Bangalore,Jute,Zaid,16.2,87.6,1751.56,2336.83,380.89,84.91,0.96,0.95,102.03
29828,2024-09,Karnataka,Bangalore,Jute,Zaid,16.4,172.6,3111.17,483.59,331.82,134.47,0.12,0.45,80.61
29829,2024-10,Karnataka,Bangalore,Jute,Zaid,32.7,72.9,4378.65,610.41,385.44,60.16,0.96,0.74,160.21
29830,2024-11,Karnataka,Bangalore,Jute,Zaid,33.9,149.6,3589.79,439.76,226.56,131.84,0.75,0.34,92.93
29831,2024-12,Karnataka,Bangalore,Jute,Zaid,31.6,83.3,3820.45,1268.6,131.65,116.54,0.62,1.0,10.53
29832,2023-01,Karnataka,Bangalore,Jute,Post-Monsoon,18.8,15.5,1949.04,2765.73,423.85,205.27,0.86,0.15,64.6
29833,2023-02,Karnataka,Bangalore,Jute,Post-Monsoon,19.9,203.6,3234.47,3101.19,270.21,102.9,0.69,0.13,91.34
29834,2023-03,Karnataka,Bangalore,Jute,Post-Monsoon,32.5,117.1,1777.74,3134.62,56.76,151.87,0.37,0.9,269.32
29835,2023-04,Karnataka,Bangalore,Jute,Post-Monsoon,35.9,163.1,3944.72,1920.83,326.11,277.97,0.41,0.1,40.32
29836,2023-05,Karnataka,Bangalore,Jute,Post-Monsoon,36.7,279.4,2945.81,996.79,349.07,222.56,0.8,0.74,25.96
29837,2023-06,Karnataka,Bangalore,Jute,Post-Monsoon,23.8,156.2,1404.17,1850.97,353.61,90.12,0.18,0.89,114.56
29838,2023-07,Karnataka,Bangalore,Jute,Post-Monsoon,15.1,57.6,4403.97,2462.55,167.27,52.56,0.66,0.11,3.08
29839,2023-08,Karnataka,Bangalore,Jute,Post-Monsoon,30.8,48.2,3707.96,2475.76,212.25,252.88,0.64,0.6,52.41
29840,2023-09,Karnataka,Bangalore,Jute,Post-Monsoon,33.0,252.2,3057.56,2931.15,208.01,137.81,0.09,0.58,148.92
29841,2023-10,Karnataka,Bangalore,Jute,Post-Monsoon,17.3,268.8,3561.72,3204.61,389.46,296.21,0.8,0.39,63.24
29842,2023-11,Karnataka,Bangalore,Jute,Post-Monsoon,16.6,279.6,2148.22,3807.56,133.57,152.3,0.72,0.53,262.43
29843,2023-12,Karnataka,Bangalore,Jute,Post-Monsoon,31.9,238.3,3998.41,2737.98,110.67,115.16,0.22,0.96,132.35
29844,2024-01,Karnataka,Bangalore,Jute,Post-Monsoon,17.7,182.1,4390.24,1551.17,443.75,81.81,0.25,0.03,125.81
29845,2024-02,Karnataka,Bangalore,Jute,Post-Monsoon,16.7,266.7,2453.53,2463.37,450.29,55.83,0.37,0.48,61.28
29846,2024-03,Karnataka,Bangalore,Jute,Post-Monsoon,21.8,41.5,2600.79,1914.51,96.36,90.83,0.57,0.04,74.18
29847,2024-04,Karnataka,Bangalore,Jute,Post-Monsoon,36.8,111.2,3624.61,2717.8,184.76,196.87,0.26,0.11,72.37
29848,2024-05,Karnataka,Bangalore,Jute,Post-Monsoon,19.0,228.1,3006.24,3246.86,479.94,64.83,0.15,0.24,68.6
29849,2024-06,Karnataka,Bangalore,Jute,Post-Monsoon,21.7,37.7,3644.55,3415.96,101.97,272.08,0.51,0.22,135.21
29850,2024-07,Karnataka,Bangalore,Jute,Post-Monsoon,33.7,289.2,1976.84,2501.35,293.37,85.72,0.64,0.45,133.6
29851,2024-08,Karnataka,Bangalore,Jute,Post-Monsoon,22.3,296.5,4627.14,1574.63,340.89,225.06,0.93,0.54,80.89
29852,2024-09,Karnataka,Bangalore,Jute,Post-Monsoon,19.2,83.6,3223.71,3480.95,303.02,123.76,0.01,0.93,150.07
29853,2024-10,Karnataka,Bangalore,Jute,Post-Monsoon,32.6,261.6,1136.39,3890.0,488.7,207.86,0.85,0.74,221.55
29854,2024-11,Karnataka,Bangalore,Jute,Post-Monsoon,25.7,133.5,2778.87,4302.72,185.27,224.69,0.43,0.73,253.06
29855,2024-12,Karnataka,Bangalore,Jute,Post-Monsoon,23.8,145.7,2440.73,2602.11,435.47,257.65,0.87,0.34,48.4
29856,2023-01,Karnataka,Bangalore,Tea,Kharif,36.4,228.4,1524.58,2680.31,391.64,199.42,0.11,0.28,135.82
29857,2023-02,Karnataka,Bangalore,Tea,Kharif,19.8,281.3,2014.16,2217.73,160.53,114.7,0.11,0.95,183.76
29858,2023-03,Karnataka,Bangalore,Tea,Kharif,25.1,83.8,2988.96,2929.36,399.77,200.46,0.94,0.28,44.28
29859,2023-04,Karnataka,Bangalore,Tea,Kharif,22.0,185.8,3538.91,560.28,104.12,188.97,0.34,0.37,34.28
29860,2023-05,Karnataka,Bangalore,Tea,Kharif,37.1,283.0,1018.39,3540.41,455.57,68.65,0.96,0.33,193.26
29861,2023-06,Karnataka,Bangalore,Tea,Kharif,21.8,135.7,4968.83,3923.85,290.75,82.69,0.38,0.07,52.83
29862,2023-07,Karnataka,Bangalore,Tea,Kharif,35.2,28.0,1737.25,3603.4,453.01,113.06,0.39,0.65,164.01
29863,2023-08,Karnataka,Bangalore,Tea,Kharif,25.2,191.2,4193.81,2560.71,299.43,109.41,0.12,0.45,23.99
29864,2023-09,Karnataka,Bangalore,Tea,Kharif,18.9,204.1,1603.28,1775.46,53.24,103.02,0.65,0.62,170.34
29865,2023-10,Karnataka,Bangalore,Tea,Kharif,33.0,123.3,2573.31,2008.98,248.16,190.57,0.7,0.54,69.45
29866,2023-11,Karnataka,Bangalore,Tea,Kharif,36.6,241.6,3932.84,3417.65,279.53,266.66,0.17,0.7,121.81
29867,2023-12,Karnataka,Bangalore,Tea,Kharif,15.3,245.4,3368.36,1611.98,195.96,139.41,0.39,0.1,10.43
29868,2024-01,Karnataka,Bangalore,Tea,Kharif,37.7,86.8,4615.01,583.55,251.55,283.82,0.59,0.17,152.45
29869,2024-02,Karnataka,Bangalore,Tea,Kharif,38.3,120.6,3009.01,4228.7,498.13,219.36,0.64,0.1,108.04
29870,2024-03,Karnataka,Bangalore,Tea,Kharif,21.7,263.2,2575.75,1881.68,174.63,231.62,0.04,0.79,119.9
29871,2024-04,Karnataka,Bangalore,Tea,Kharif,15.4,194.1,2210.7,672.19,90.38,233.5,0.89,0.47,37.59
29872,2024-05,Karnataka,Bangalore,Tea,Kharif,22.3,290.0,1356.95,950.49,348.24,239.92,0.28,0.99,71.57
29873,2024-06,Karnataka,Bangalore,Tea,Kharif,21.7,254.5,4484.35,593.79,287.19,139.13,0.81,0.17,146.72
29874,2024-07,Karnataka,Bangalore,Tea,Kharif,37.8,256.9,3568.58,1280.43,487.65,232.87,0.36,0.99,59.54
29875,2024-08,Karnataka,Bangalore,Tea,Kharif,24.2,26.5,1504.89,3243.29,395.27,139.41,0.47,0.54,158.29
29876,2024-09,Karnataka,Bangalore,Tea,Kharif,33.7,53.2,2708.97,2304.67,249.25,150.63,0.61,0.57,79.46
29877,2024-10,Karnataka,Bangalore,Tea,Kharif,34.8,17.5,3914.09,2356.11,377.76,290.67,0.22,0.99,9.71
29878,2024-11,Karnataka,Bangalore,Tea,Kharif,23.7,46.9,4710.33,2258.55,282.73,51.47,0.8,0.27,55.31
29879,2024-12,Karnataka,Bangalore,Tea,Kharif,25.9,34.7,2371.81,3437.47,181.81,212.71,0.95,0.38,176.14
29880,2023-01,Karnataka,Bangalore,Tea,Rabi,33.4,37.7,1861.91,430.5,62.74,173.6,0.73,0.71,49.57
29881,2023-02,Karnataka,Bangalore,Tea,Rabi,25.2,244.7,2441.9,3221.48,186.39,95.76,0.65,0.07,167.5
29882,2023-03,Karnataka,Bangalore,Tea,Rabi,23.6,14.1,1690.85,2073.14,249.61,249.74,0.37,0.82,125.42
29883,2023-04,Karnataka,Bangalore,Tea,Rabi,28.8,127.1,4365.17,431.1,225.63,155.78,0.57,0.73,112.2
29884,2023-05,Karnataka,Bangalore,Tea,Rabi,31.2,280.9,3879.59,2451.92,271.55,190.72,0.17,0.35,44.62
29885,2023-06,Karnataka,Bangalore,Tea,Rabi,18.8,94.7,2183.78,2702.71,458.52,134.5,0.78,0.81,80.57
29886,2023-07,Karnataka,Bangalore,Tea,Rabi,33.2,282.4,2374.72,727.33,246.94,260.05,0.67,0.82,20.58
29887,2023-08,Karnataka,Bangalore,Tea,Rabi,27.7,263.0,1336.33,652.09,294.91,281.36,0.3,0.53,42.7
29888,2023-09,Karnataka,Bangalore,Tea,Rabi,27.3,165.8,3827.09,3068.66,481.56,194.49,0.12,0.78,37.62
29889,2023-10,Karnataka,Bangalore,Tea,Rabi,15.4,161.0,3509.26,747.09,440.01,86.49,0.75,0.32,134.99
29890,2023-11,Karnataka,Bangalore,Tea,Rabi,20.4,219.8,2661.9,959.53,186.5,246.35,0.79,0.98,37.38
29891,2023-12,Karnataka,Bangalore,Tea,Rabi,39.9,33.3,4958.85,3543.02,377.49,175.35,0.73,0.17,7.97
29892,2024-01,Karnataka,Bangalore,Tea,Rabi,37.9,37.8,4960.86,696.46,142.99,139.58,0.55,0.58,112.83
29893,2024-02,Karnataka,Bangalore,Tea,Rabi,26.4,195.1,3903.81,2058.27,474.17,143.06,0.47,0.08,73.97
29894,2024-03,Karnataka,Bangalore,Tea,Rabi,20.7,271.4,3072.22,1746.98,488.66,51.37,0.04,0.59,17.94
29895,2024-04,Karnataka,Bangalore,Tea,Rabi,31.0,76.4,1051.32,614.44,153.23,227.45,0.74,0.41,64.02
29896,2024-05,Karnataka,Bangalore,Tea,Rabi,37.0,3.7,3532.61,799.66,115.01,222.46,0.04,0.43,26.69
29897,2024-06,Karnataka,Bangalore,Tea,Rabi,29.3,278.1,1247.72,3533.15,89.43,206.17,0.14,0.88,332.98
29898,2024-07,Karnataka,Bangalore,Tea,Rabi,31.2,118.8,4845.74,2153.51,82.17,141.76,0.43,0.04,4.67
29899,2024-08,Karnataka,Bangalore,Tea,Rabi,27.6,210.1,2488.83,3234.12,382.85,238.68,0.79,0.18,106.82
29900,2024-09,Karnataka,Bangalore,Tea,Rabi,19.1,218.9,2236.95,431.4,296.08,282.11,0.05,0.94,1.24
29901,2024-10,Karnataka,Bangalore,Tea,Rabi,38.3,91.7,3988.23,3812.38,472.67,101.08,0.01,0.3,57.28
29902,2024-11,Karnataka,Bangalore,Tea,Rabi,15.3,55.4,607.96,801.83,368.16,67.11,0.7,0.77,48.38
29903,2024-12,Karnataka,Bangalore,Tea,Rabi,39.4,132.2,3551.81,3947.39,53.77,82.3,0.42,0.35,212.8
29904,2023-01,Karnataka,Bangalore,Tea,Zaid,27.7,49.0,4781.87,1678.06,129.94,52.97,0.28,0.6,25.77
29905,2023-02,Karnataka,Bangalore,Tea,Zaid,26.6,140.1,2275.97,562.74,494.65,265.28,0.95,0.41,101.97
29906,2023-03,Karnataka,Bangalore,Tea,Zaid,36.0,9.8,2296.5,2091.06,150.71,75.44,0.6,0.25,95.02
29907,2023-04,Karnataka,Bangalore,Tea,Zaid,20.7,201.6,4975.58,3302.06,383.46,224.8,0.13,0.88,33.03
29908,2023-05,Karnataka,Bangalore,Tea,Zaid,20.9,251.1,539.8,812.57,350.43,231.28,0.13,0.51,76.95
29909,2023-06,Karnataka,Bangalore,Tea,Zaid,24.9,246.2,3889.97,1838.75,81.01,91.97,0.99,0.58,48.71
29910,2023-07,Karnataka,Bangalore,Tea,Zaid,33.9,111.9,4125.18,1402.51,96.2,170.86,0.72,0.04,31.37
29911,2023-08,Karnataka,Bangalore,Tea,Zaid,35.7,119.0,3419.26,3930.29,88.64,255.84,0.15,0.94,240.61
29912,2023-09,Karnataka,Bangalore,Tea,Zaid,32.9,180.4,1136.7,2420.02,66.11,89.38,0.44,0.7,243.55
29913,2023-10,Karnataka,Bangalore,Tea,Zaid,22.4,122.8,1048.92,794.17,149.3,235.12,0.29,0.63,100.82
29914,2023-11,Karnataka,Bangalore,Tea,Zaid,27.7,172.4,1651.08,808.8,291.24,187.85,0.54,1.0,48.67
29915,2023-12,Karnataka,Bangalore,Tea,Zaid,39.0,194.7,3225.69,755.38,93.97,118.6,0.75,0.11,18.83
29916,2024-01,Karnataka,Bangalore,Tea,Zaid,17.8,3.3,4516.6,2107.37,469.85,54.18,0.82,0.24,119.78
29917,2024-02,Karnataka,Bangalore,Tea,Zaid,16.8,190.2,3216.34,1988.41,143.08,291.91,0.16,0.05,57.13
29918,2024-03,Karnataka,Bangalore,Tea,Zaid,15.6,128.9,2198.7,4473.69,480.26,98.48,0.46,0.36,183.96
29919,2024-04,Karnataka,Bangalore,Tea,Zaid,32.8,144.8,3964.36,2685.39,96.55,131.16,0.7,0.6,97.83
29920,2024-05,Karnataka,Bangalore,Tea,Zaid,35.6,19.7,2898.4,4182.58,493.57,262.24,0.7,0.17,103.38
29921,2024-06,Karnataka,Bangalore,Tea,Zaid,17.3,96.1,1966.75,2734.68,470.69,259.46,0.39,0.2,67.15
29922,2024-07,Karnataka,Bangalore,Tea,Zaid,37.7,121.8,1393.0,2425.71,210.84,269.0,0.76,0.73,177.92
29923,2024-08,Karnataka,Bangalore,Tea,Zaid,20.1,79.3,3256.47,1548.31,353.95,160.39,0.68,0.22,51.28
29924,2024-09,Karnataka,Bangalore,Tea,Zaid,19.9,1.6,3841.44,3048.55,91.18,129.67,0.68,0.12,90.51
29925,2024-10,Karnataka,Bangalore,Tea,Zaid,21.1,265.2,2795.0,1775.07,372.57,92.64,0.79,0.89,32.17
29926,2024-11,Karnataka,Bangalore,Tea,Zaid,37.9,35.2,1823.16,1436.94,98.79,269.24,0.04,0.3,105.09
29927,2024-12,Karnataka,Bangalore,Tea,Zaid,18.0,96.1,4993.84,1433.48,484.16,144.28,0.82,0.89,153.29
29928,2023-01,Karnataka,Bangalore,Tea,Post-Monsoon,17.1,14.5,740.56,588.37,121.54,236.5,0.57,0.6,91.17
29929,2023-02,Karnataka,Bangalore,Tea,Post-Monsoon,20.1,3.5,2098.01,4371.28,312.39,137.14,0.05,0.02,211.74
29930,2023-03,Karnataka,Bangalore,Tea,Post-Monsoon,35.9,120.9,2785.92,1097.0,280.23,266.74,0.72,0.65,9.21
29931,2023-04,Karnataka,Bangalore,Tea,Post-Monsoon,36.5,17.8,1012.75,667.47,483.69,146.34,0.49,0.08,45.74
29932,2023-05,Karnataka,Bangalore,Tea,Post-Monsoon,18.6,283.2,1138.12,966.19,107.41,172.42,0.9,0.94,139.54
29933,2023-06,Karnataka,Bangalore,Tea,Post-Monsoon,33.5,15.1,4188.63,3386.32,265.12,187.04,0.15,0.5,78.28
29934,2023-07,Karnataka,Bangalore,Tea,Post-Monsoon,24.7,9.0,1724.57,2547.27,217.96,219.33,0.57,0.51,146.63
29935,2023-08,Karnataka,Bangalore,Tea,Post-Monsoon,33.0,258.6,2278.48,1314.23,353.7,245.66,0.35,0.48,21.42
29936,2023-09,Karnataka,Bangalore,Tea,Post-Monsoon,38.0,255.9,3382.85,2290.71,487.6,154.01,0.87,0.68,5.28
29937,2023-10,Karnataka,Bangalore,Tea,Post-Monsoon,20.2,263.1,3062.81,3412.13,363.56,142.79,0.82,0.31,106.09
29938,2023-11,Karnataka,Bangalore,Tea,Post-Monsoon,28.7,246.8,4731.82,3756.46,259.52,183.71,0.41,0.97,119.23
29939,2023-12,Karnataka,Bangalore,Tea,Post-Monsoon,27.9,250.5,687.62,1911.08,305.3,297.76,0.3,0.7,167.43
29940,2024-01,Karnataka,Bangalore,Tea,Post-Monsoon,37.9,147.7,2881.48,2183.28,159.36,245.54,0.46,0.48,98.1
29941,2024-02,Karnataka,Bangalore,Tea,Post-Monsoon,32.8,284.9,1565.71,3227.8,445.37,82.13,0.72,0.13,141.2
29942,2024-03,Karnataka,Bangalore,Tea,Post-Monsoon,18.6,10.3,2549.53,2436.23,114.95,192.74,0.06,0.14,119.12
29943,2024-04,Karnataka,Bangalore,Tea,Post-Monsoon,16.4,135.6,1772.78,1034.67,411.79,102.5,0.1,0.08,20.91
29944,2024-05,Karnataka,Bangalore,Tea,Post-Monsoon,32.4,100.7,4016.46,2876.23,434.51,228.0,0.52,0.8,16.31
29945,2024-06,Karnataka,Bangalore,Tea,Post-Monsoon,15.3,234.0,1377.92,462.15,396.98,229.21,0.55,0.51,14.68
29946,2024-07,Karnataka,Bangalore,Tea,Post-Monsoon,38.9,72.1,3876.27,2536.98,101.42,104.12,0.99,0.92,94.54
29947,2024-08,Karnataka,Bangalore,Tea,Post-Monsoon,20.1,38.5,3926.08,4258.21,70.75,230.64,0.22,0.41,204.52
29948,2024-09,Karnataka,Bangalore,Tea,Post-Monsoon,31.7,159.1,2817.27,1394.13,321.67,151.45,0.76,0.85,9.77
29949,2024-10,Karnataka,Bangalore,Tea,Post-Monsoon,16.3,128.8,1594.73,4320.29,468.81,208.63,0.21,0.8,233.98
29950,2024-11,Karnataka,Bangalore,Tea,Post-Monsoon,24.8,152.4,1938.34,972.69,454.77,231.47,0.29,0.89,6.36
29951,2024-12,Karnataka,Bangalore,Tea,Post-Monsoon,18.5,209.5,4143.96,3340.42,250.55,237.25,0.33,0.37,88.02
29952,2023-01,Karnataka,Bangalore,Coffee,Kharif,21.7,166.8,3782.76,2072.39,459.49,88.86,0.19,0.03,63.2
29953,2023-02,Karnataka,Bangalore,Coffee,Kharif,38.0,60.6,1740.29,2751.77,397.29,253.06,0.31,0.58,122.88
29954,2023-03,Karnataka,Bangalore,Coffee,Kharif,18.1,97.0,1017.55,1157.86,476.11,55.45,0.28,0.82,36.06
29955,2023-04,Karnataka,Bangalore,Coffee,Kharif,29.7,95.6,970.76,2615.4,302.39,299.86,0.26,0.42,175.12
29956,2023-05,Karnataka,Bangalore,Coffee,Kharif,32.0,26.2,1281.63,3608.36,386.96,142.94,0.54,0.11,176.14
29957,2023-06,Karnataka,Bangalore,Coffee,Kharif,30.4,165.7,604.57,3537.15,191.73,176.38,0.77,0.97,315.6
29958,2023-07,Karnataka,Bangalore,Coffee,Kharif,26.4,39.3,2947.58,2023.82,455.18,86.86,0.36,0.47,16.76
29959,2023-08,Karnataka,Bangalore,Coffee,Kharif,19.9,20.8,4434.08,2407.88,460.66,88.7,0.64,0.61,67.59
29960,2023-09,Karnataka,Bangalore,Coffee,Kharif,37.0,43.6,1057.01,4357.2,384.98,299.86,0.22,1.0,294.02
29961,2023-10,Karnataka,Bangalore,Coffee,Kharif,32.6,91.7,1166.25,2449.72,61.65,193.18,0.34,0.38,222.56
29962,2023-11,Karnataka,Bangalore,Coffee,Kharif,35.8,148.7,3779.92,1093.09,57.2,190.3,0.1,0.55,17.89
29963,2023-12,Karnataka,Bangalore,Coffee,Kharif,19.6,194.2,2116.69,2465.22,149.18,259.28,0.42,0.07,140.42
29964,2024-01,Karnataka,Bangalore,Coffee,Kharif,19.5,44.2,3336.5,4373.68,353.62,123.13,0.94,0.77,161.27
29965,2024-02,Karnataka,Bangalore,Coffee,Kharif,29.9,226.3,915.26,1204.65,264.23,82.15,0.2,0.6,113.9
29966,2024-03,Karnataka,Bangalore,Coffee,Kharif,15.0,194.9,3219.21,4281.88,254.03,202.87,0.53,0.81,214.95
29967,2024-04,Karnataka,Bangalore,Coffee,Kharif,33.7,281.4,2991.78,2447.25,388.71,148.22,0.39,0.48,56.19
29968,2024-05,Karnataka,Bangalore,Coffee,Kharif,37.8,281.2,4005.68,2735.2,465.85,212.35,0.9,0.98,18.11
29969,2024-06,Karnataka,Bangalore,Coffee,Kharif,16.6,45.2,3988.13,3731.99,456.99,240.96,0.16,0.15,36.88
29970,2024-07,Karnataka,Bangalore,Coffee,Kharif,24.1,71.1,3497.9,2707.13,196.22,53.87,0.61,0.3,70.47
29971,2024-08,Karnataka,Bangalore,Coffee,Kharif,32.9,171.9,4563.63,2507.94,186.68,61.1,0.2,0.22,22.14
29972,2024-09,Karnataka,Bangalore,Coffee,Kharif,36.4,130.4,2991.86,3199.76,382.24,269.22,0.02,0.45,102.14
